Gender,City,CollegeTier,Stream,Specialisation,Hostel,HistoryOfBacklogs,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,PlacementStatus,IsAnomaly
Male,Kolkata,Tier2,Mechanical,Networking,No,No,6.72,67.1,2,2,1.0,3,0,54.0,4.65,52.0,57.6,Yes,0,0
Male,Bangalore,Tier3,Mechanical,AI,No,No,6.87,67.3,2,1,1.0,1,0,,5.68,47.6,58.6,No,0,0
Female,Ahmedabad,Tier2,Mechanical,AI,No,No,6.93,78.1,1,2,2.0,1,0,54.1,4.81,67.3,,No,1,0
Female,Mumbai,Tier1,ECE,Embedded,Yes,No,7.9,81.0,2,3,1.0,4,1,68.9,7.53,79.5,74.3,No,1,0
Male,Ahmedabad,Tier2,Civil,Embedded,Yes,No,6.67,67.0,1,2,2.0,1,0,53.2,6.03,43.6,,Yes,0,0
Male,Delhi,Tier2,IT,AI,Yes,No,6.64,67.5,0,3,2.0,0,0,49.5,6.22,45.8,61.7,No,0,0
Male,Kolkata,Tier1,CS,AI,Yes,No,4.47,46.3,0,0,0.0,0,0,27.6,3.17,7.5,24.0,No,0,0
Female,Delhi,Tier2,Mechanical,Networking,No,No,7.11,72.4,2,2,3.0,2,1,54.6,6.53,61.3,69.4,Yes,0,1
Male,Ahmedabad,Tier2,EE,Embedded,Yes,No,5.67,59.4,0,0,0.0,0,0,40.7,3.31,35.4,44.4,No,0,0
Male,Mumbai,Tier2,ECE,DataScience,No,No,8.48,91.0,2,3,4.0,4,1,77.6,8.2,82.3,79.0,No,1,0
Male,Mumbai,Tier3,Mechanical,Networking,No,No,6.81,73.7,0,1,0.0,2,0,49.1,5.78,61.4,50.5,No,1,0
Female,Ahmedabad,Tier2,EE,Embedded,No,No,5.82,59.0,1,0,1.0,0,0,33.2,4.03,35.2,51.0,No,0,0
Female,Ahmedabad,Tier3,ECE,Networking,No,No,8.08,81.1,3,4,2.0,2,1,76.8,6.17,77.3,,Yes,1,0
Female,Kolkata,Tier1,Mechanical,Networking,Yes,No,5.87,54.9,1,0,1.0,0,0,44.8,3.56,21.5,48.8,No,0,0
Female,Chennai,Tier3,IT,Networking,No,Yes,6.59,64.6,1,3,0.0,0,0,46.4,6.28,41.9,53.1,No,0,0
Female,Pune,Tier2,IT,Embedded,Yes,No,6.2,59.6,0,1,1.0,0,0,,,41.6,52.9,No,0,0
Female,Delhi,Tier2,CS,Networking,No,No,9.05,96.6,3,4,3.0,6,2,,9.03,93.0,89.9,No,1,0
Male,Mumbai,Tier1,EE,DataScience,No,Yes,6.69,63.0,0,1,,1,0,58.0,6.37,42.9,56.0,No,0,0
Male,Bangalore,Tier2,EE,Embedded,No,Yes,7.49,77.5,1,2,2.0,2,1,78.6,7.6,49.3,72.4,Yes,1,1
Female,Bangalore,Tier2,CS,DataScience,No,No,7.72,81.2,1,3,,2,1,74.0,6.02,60.9,59.8,No,1,0
Female,Hyderabad,Tier2,CS,Embedded,No,No,7.79,84.2,2,4,3.0,3,0,75.4,7.69,53.6,82.0,Yes,1,0
Female,Chennai,Tier2,IT,Networking,No,No,6.19,72.0,0,1,1.0,0,0,45.3,5.1,40.4,54.2,No,0,0
Male,Jaipur,Tier3,ECE,Networking,No,No,5.53,61.6,0,1,0.0,0,0,30.2,3.0,25.7,40.1,Yes,0,0
Female,Kolkata,Tier2,IT,DataScience,No,No,9.08,91.5,3,4,4.0,5,2,83.9,8.63,83.2,87.2,Yes,1,0
Male,Chennai,Tier2,ECE,AI,No,No,8.92,96.4,3,4,3.0,4,2,90.3,8.39,,93.5,Yes,1,0
Female,Mumbai,Tier2,CS,Embedded,Yes,No,6.94,65.5,1,2,2.0,2,0,,6.04,58.2,59.5,Yes,1,0
Male,Jaipur,Tier2,ECE,AI,Yes,Yes,7.32,68.6,1,4,2.0,3,0,62.0,6.61,65.6,62.7,No,1,0
Male,Ahmedabad,Tier1,Mechanical,Networking,No,No,7.1,67.1,1,1,,2,0,64.2,5.35,51.1,67.6,No,0,0
Male,Kolkata,Tier2,Civil,AI,Yes,No,8.99,85.9,2,4,4.0,4,2,93.9,8.72,78.3,83.9,No,1,0
Male,Chennai,Tier1,Civil,Embedded,Yes,No,5.32,49.8,0,1,0.0,1,0,35.8,4.16,23.8,37.2,Yes,0,0
Male,Delhi,Tier2,CS,DataScience,No,No,7.02,76.7,1,2,1.0,1,0,60.7,,59.6,63.3,Yes,0,0
Female,Chennai,Tier1,Civil,Networking,Yes,No,7.43,83.3,1,2,4.0,4,0,79.7,6.81,52.7,74.1,Yes,1,0
Female,Chennai,Tier1,ECE,DataScience,No,Yes,7.35,79.0,1,3,4.0,3,0,70.9,5.57,62.0,70.0,Yes,1,0
Female,Pune,Tier2,Mechanical,Embedded,No,Yes,6.54,73.8,1,2,0.0,2,0,54.4,7.0,47.9,50.4,No,1,0
Female,Bangalore,Tier2,ECE,Embedded,Yes,No,7.42,78.5,0,3,4.0,3,0,67.4,7.26,63.0,58.0,No,0,0
Female,Hyderabad,Tier2,EE,AI,No,Yes,6.68,62.5,0,0,3.0,1,0,,5.97,47.4,65.8,No,0,0
Female,Hyderabad,Tier2,Civil,Networking,No,No,7.4,79.0,1,3,2.0,4,0,,7.04,62.4,69.0,No,1,0
Male,Jaipur,Tier3,EE,DataScience,Yes,No,8.02,80.8,2,3,3.0,3,1,78.3,7.27,73.2,,Yes,1,0
Male,Kolkata,Tier2,IT,Networking,No,No,7.21,86.3,0,2,2.0,3,1,61.9,7.38,53.0,71.0,No,0,0
Female,Chennai,Tier3,CS,AI,Yes,No,7.67,68.2,2,2,3.0,1,1,67.1,6.14,74.8,,No,0,0
Male,Bangalore,Tier2,CS,AI,Yes,No,6.36,58.8,1,2,1.0,1,0,47.8,4.17,50.8,40.8,No,0,0
Female,Chennai,Tier1,Mechanical,AI,Yes,No,8.02,86.3,1,4,2.0,2,0,80.9,6.63,77.9,74.8,Yes,1,0
Male,Delhi,Tier2,CS,Networking,No,No,6.01,60.2,1,1,0.0,1,0,41.7,3.44,38.6,45.7,Yes,0,0
Male,Kolkata,Tier2,Civil,DataScience,Yes,No,9.06,90.3,2,4,4.0,5,1,82.4,9.33,83.8,90.5,No,0,0
Male,Chennai,Tier2,EE,DataScience,No,Yes,8.18,79.9,1,3,1.0,4,0,82.0,7.96,80.2,,Yes,0,0
Female,Bangalore,Tier2,IT,AI,No,No,9.95,100.0,3,7,6.0,7,2,100.0,10.0,100.0,100.0,No,1,0
Male,Pune,Tier3,Mechanical,Networking,Yes,No,7.83,79.1,2,4,3.0,2,1,77.9,8.02,65.8,72.9,No,1,0
Male,Kolkata,Tier2,ECE,Embedded,Yes,No,8.05,74.0,0,5,,4,1,,7.6,61.6,81.6,Yes,1,0
Female,Hyderabad,Tier3,CS,AI,No,Yes,7.18,72.8,1,2,3.0,2,1,69.3,6.67,56.8,56.4,No,1,0
Male,Mumbai,Tier1,Civil,DataScience,No,No,5.46,56.1,0,0,0.0,0,0,32.6,4.39,19.8,,Yes,0,0
Male,Bangalore,Tier1,ECE,DataScience,No,No,7.84,80.7,1,3,2.0,3,1,71.9,7.44,74.5,79.3,No,1,0
Female,Chennai,Tier1,IT,DataScience,No,No,7.11,75.8,0,3,2.0,3,0,65.2,6.4,43.1,71.6,No,0,0
Male,Hyderabad,Tier3,EE,AI,Yes,No,7.17,78.6,1,2,1.0,3,1,62.6,7.33,66.1,,Yes,1,0
Female,Pune,Tier1,CS,Embedded,No,No,6.96,71.9,2,1,1.0,3,0,64.1,5.74,58.4,59.6,No,0,0
Male,Mumbai,Tier3,Civil,Embedded,No,No,5.87,59.7,0,0,1.0,0,0,43.0,3.53,36.3,43.9,No,0,0
Female,Ahmedabad,Tier3,CS,AI,No,No,7.5,78.0,1,2,3.0,3,0,81.6,,61.6,72.1,No,1,0
Female,Ahmedabad,Tier2,Civil,Embedded,Yes,No,6.45,75.3,1,1,1.0,2,0,50.9,6.02,42.8,52.4,No,0,0
Female,Ahmedabad,Tier3,IT,AI,Yes,Yes,6.21,68.1,0,1,2.0,2,0,63.4,4.68,32.5,,Yes,1,0
Female,Jaipur,Tier2,IT,Networking,No,No,8.23,85.3,2,3,3.0,2,1,78.3,6.73,78.6,81.9,No,1,0
Female,Kolkata,Tier2,IT,AI,Yes,No,6.16,53.8,0,0,1.0,1,0,47.1,6.28,49.9,47.2,No,0,0
Male,Jaipur,Tier3,CS,Embedded,Yes,Yes,9.16,87.4,3,4,5.0,5,2,80.9,8.32,89.7,97.7,Yes,1,0
Male,Mumbai,Tier1,Civil,AI,No,No,9.09,92.3,2,4,5.0,6,1,95.7,9.24,91.0,81.3,Yes,1,0
Male,Delhi,Tier1,CS,DataScience,Yes,No,7.73,85.3,1,3,3.0,2,0,63.8,7.67,55.8,75.3,Yes,0,0
Male,Bangalore,Tier2,Mechanical,Networking,No,Yes,7.5,71.7,2,3,2.0,1,1,62.5,,,,Yes,1,0
Male,Ahmedabad,Tier2,ECE,AI,Yes,No,7.88,84.5,1,3,3.0,2,1,76.1,6.28,56.5,80.3,Yes,1,0
Female,Delhi,Tier2,EE,Embedded,No,Yes,6.76,66.3,1,3,3.0,2,0,53.3,5.41,56.4,,No,1,0
Male,Bangalore,Tier3,IT,AI,No,No,6.87,72.5,2,1,3.0,1,0,61.5,6.1,47.1,63.9,No,0,0
Female,Jaipur,Tier1,EE,Networking,No,No,7.39,72.7,2,4,3.0,3,1,71.6,6.06,56.4,58.2,No,0,0
Male,Hyderabad,Tier2,IT,DataScience,No,No,8.13,76.5,3,5,4.0,5,1,80.6,8.03,74.2,76.2,Yes,0,0
Male,Chennai,Tier3,Mechanical,DataScience,No,No,5.63,54.7,0,0,0.0,0,0,42.5,4.55,42.6,47.5,Yes,0,0
Male,Hyderabad,Tier3,IT,AI,No,No,4.91,46.7,0,0,0.0,0,0,35.0,2.26,29.5,33.9,Yes,0,0
Female,Kolkata,Tier3,IT,Embedded,Yes,No,6.4,58.5,0,2,0.0,0,0,30.3,5.88,32.8,48.1,Yes,0,0
Male,Kolkata,Tier2,ECE,Embedded,No,No,7.7,78.8,2,2,2.0,3,0,78.3,7.49,63.1,67.3,No,0,0
Female,Ahmedabad,Tier1,Mechanical,Networking,No,No,9.01,89.9,3,3,5.0,5,1,88.7,8.47,79.8,76.1,Yes,1,0
Male,Chennai,Tier2,IT,DataScience,No,No,6.1,61.2,0,2,2.0,1,0,,5.58,35.2,49.9,No,0,0
Male,Jaipur,Tier1,Mechanical,Embedded,No,Yes,7.04,70.2,1,3,2.0,1,0,56.5,,57.1,60.3,Yes,0,0
Male,Chennai,Tier3,IT,DataScience,Yes,No,7.46,80.0,1,2,2.0,1,0,,7.42,75.0,70.0,Yes,1,0
Male,Jaipur,Tier2,ECE,Networking,No,No,8.24,92.0,2,5,2.0,4,1,81.8,8.08,87.3,90.7,No,1,0
Male,Pune,Tier3,CS,AI,Yes,No,6.65,70.2,1,2,0.0,1,1,41.7,5.87,47.5,50.3,Yes,0,0
Male,Mumbai,Tier2,EE,AI,No,No,8.14,79.3,3,4,,4,0,81.3,7.53,75.2,76.4,No,1,0
Female,Ahmedabad,Tier2,IT,AI,No,No,5.15,54.5,0,0,0.0,0,0,32.1,3.21,26.6,29.6,Yes,0,0
Female,Hyderabad,Tier1,EE,DataScience,No,Yes,6.97,73.4,0,4,1.0,3,0,61.8,6.51,46.9,45.3,Yes,0,0
Male,Delhi,Tier3,Mechanical,Embedded,Yes,Yes,7.4,74.6,1,3,1.0,2,0,,6.31,70.7,68.8,Yes,0,0
Female,Jaipur,Tier3,Mechanical,DataScience,No,No,8.57,87.3,2,3,5.0,3,1,87.9,8.37,77.9,92.4,No,1,0
Female,Hyderabad,Tier2,Civil,DataScience,No,Yes,6.98,75.2,1,1,2.0,0,0,38.9,6.14,59.1,55.8,No,0,0
Male,Kolkata,Tier1,EE,AI,No,No,6.69,72.5,1,2,1.0,3,1,72.7,6.06,49.5,51.1,No,0,0
Male,Delhi,Tier2,Mechanical,Networking,No,Yes,8.25,87.1,3,4,2.0,4,1,79.7,8.86,69.3,75.7,No,0,0
Male,Hyderabad,Tier3,EE,AI,No,No,8.8,92.7,2,5,4.0,4,1,85.2,9.01,76.6,83.7,Yes,1,0
Female,Chennai,Tier3,EE,Networking,No,No,6.38,69.1,0,2,0.0,1,0,53.0,4.69,46.0,48.4,No,0,0
Male,Delhi,Tier2,Mechanical,DataScience,Yes,No,6.05,63.8,0,0,1.0,1,0,34.3,4.28,44.4,49.3,No,0,0
Male,Chennai,Tier2,CS,AI,No,No,8.02,78.2,1,3,3.0,1,0,66.3,7.08,77.9,61.5,No,1,0
Male,Bangalore,Tier3,IT,Networking,No,No,6.78,74.0,0,2,1.0,2,0,55.4,6.1,48.7,62.5,Yes,0,0
Male,Jaipur,Tier2,Mechanical,DataScience,No,No,7.2,72.6,2,2,2.0,0,0,62.4,6.63,61.0,77.1,No,1,0
Male,Chennai,Tier1,IT,Networking,No,No,6.46,59.9,0,1,0.0,1,0,,6.33,48.8,50.2,No,0,0
Female,Pune,Tier3,Mechanical,AI,No,No,8.4,86.7,1,4,3.0,3,1,82.3,7.92,66.0,,No,1,0
Female,Ahmedabad,Tier3,IT,Embedded,Yes,No,6.79,60.0,1,1,0.0,2,0,60.1,,48.8,49.5,Yes,0,0
Male,Bangalore,Tier2,IT,Networking,No,No,6.7,64.1,0,0,1.0,2,0,53.4,5.3,42.5,49.7,No,0,0
Male,Mumbai,Tier1,IT,Embedded,Yes,No,6.91,71.6,1,2,1.0,1,0,50.8,6.62,42.2,64.5,Yes,0,0
Male,Mumbai,Tier1,Civil,Networking,No,No,7.22,78.0,1,2,1.0,2,0,54.1,5.8,51.1,67.2,Yes,0,0
Male,Pune,Tier2,ECE,DataScience,No,No,7.5,68.9,1,2,1.0,3,0,63.8,6.36,54.4,61.4,No,1,0
Female,Delhi,Tier1,CS,DataScience,No,No,8.66,83.3,3,3,5.0,4,1,85.5,7.68,88.8,84.4,No,0,0
Female,Pune,Tier3,Mechanical,Networking,Yes,Yes,8.22,80.8,2,4,3.0,4,1,82.6,6.98,64.8,85.0,Yes,1,0
Female,Hyderabad,Tier1,EE,Embedded,No,No,7.65,71.7,2,3,3.0,4,1,77.8,6.91,70.2,,Yes,1,0
Male,Chennai,Tier3,Mechanical,DataScience,No,Yes,8.9,93.2,3,4,,4,1,88.2,8.89,99.9,89.8,No,1,0
Female,Hyderabad,Tier3,CS,Networking,Yes,No,6.98,72.6,0,0,,2,1,64.2,6.12,52.2,54.4,Yes,0,0
Female,Chennai,Tier3,EE,Networking,No,Yes,6.92,74.9,1,2,1.0,2,1,53.3,5.17,52.5,68.6,Yes,0,0
Male,Hyderabad,Tier1,Civil,Networking,No,Yes,7.49,70.3,1,3,3.0,4,1,80.2,7.41,68.3,69.6,No,0,0
Female,Pune,Tier1,EE,Embedded,Yes,Yes,5.85,64.4,0,1,0.0,0,0,,4.16,42.4,51.6,Yes,0,0
Female,Pune,Tier3,IT,AI,Yes,No,9.5,94.0,3,5,3.0,5,2,88.9,9.97,93.4,100.0,No,1,0
Female,Bangalore,Tier1,CS,DataScience,No,No,9.03,94.6,2,5,4.0,5,1,86.9,9.44,79.8,84.5,No,1,0
Male,Jaipur,Tier2,Civil,DataScience,Yes,No,7.99,89.2,2,3,4.0,3,1,73.7,8.47,81.3,86.8,No,1,1
Male,Jaipur,Tier2,IT,Networking,No,No,9.53,100.0,3,6,5.0,4,2,96.6,9.88,100.0,98.0,No,1,0
Female,Chennai,Tier2,Civil,DataScience,Yes,Yes,8.66,85.4,2,4,3.0,3,1,82.5,8.37,84.9,,Yes,1,0
Male,Hyderabad,Tier3,ECE,Networking,No,Yes,7.89,76.2,1,4,4.0,3,0,76.6,7.52,68.2,67.2,Yes,1,0
Female,Mumbai,Tier2,Mechanical,Embedded,No,No,7.05,69.2,2,2,2.0,2,0,64.6,6.36,45.1,52.0,Yes,0,0
Male,Delhi,Tier2,ECE,DataScience,No,No,6.85,78.7,1,2,2.0,2,0,50.7,6.48,53.4,53.8,Yes,0,1
Male,Ahmedabad,Tier2,Civil,DataScience,No,No,8.37,90.7,2,3,5.0,3,1,78.3,,77.4,78.3,Yes,1,0
Female,Pune,Tier3,CS,Embedded,No,No,8.2,82.9,2,4,,4,1,86.7,6.84,80.3,81.0,No,1,0
Male,Kolkata,Tier1,CS,DataScience,Yes,Yes,7.24,85.2,1,3,1.0,1,1,55.0,6.94,58.0,,No,0,0
Male,Mumbai,Tier2,CS,Networking,Yes,No,6.43,63.3,0,2,1.0,1,0,53.7,4.55,42.2,53.2,No,0,0
Female,Hyderabad,Tier2,ECE,Networking,Yes,No,7.25,65.8,1,2,2.0,2,0,68.1,6.55,53.3,68.3,No,1,0
Female,Mumbai,Tier2,CS,Networking,Yes,No,8.04,87.4,2,2,1.0,3,1,77.6,8.08,65.5,78.2,No,1,0
Male,Jaipur,Tier3,IT,DataScience,Yes,No,6.41,71.1,1,0,1.0,2,1,,,38.9,,No,1,0
Male,Mumbai,Tier3,IT,DataScience,No,No,7.95,78.9,2,3,4.0,3,1,80.7,7.64,78.0,,Yes,1,0
Female,Mumbai,Tier3,CS,Embedded,Yes,No,7.69,79.3,2,3,2.0,3,0,82.2,6.43,78.4,72.1,Yes,0,0
Male,Jaipur,Tier2,IT,AI,No,Yes,6.99,65.2,1,2,0.0,2,0,58.9,5.88,55.1,51.4,No,1,0
Female,Hyderabad,Tier3,CS,DataScience,No,No,6.97,63.8,0,2,3.0,2,0,60.7,6.5,57.2,,No,0,0
Female,Delhi,Tier2,EE,Embedded,Yes,No,7.61,81.6,1,2,1.0,3,1,70.9,5.84,61.3,63.4,No,0,0
Male,Bangalore,Tier3,IT,Embedded,No,No,7.84,75.6,2,3,,4,1,71.9,7.1,75.6,67.5,Yes,0,0
Male,Kolkata,Tier3,IT,DataScience,No,Yes,6.52,64.5,1,1,1.0,2,0,56.6,4.76,48.9,45.3,No,1,0
Male,Jaipur,Tier2,CS,DataScience,No,No,6.01,59.5,0,0,0.0,1,0,47.9,4.48,27.5,,No,0,0
Male,Chennai,Tier1,CS,DataScience,Yes,Yes,8.26,82.9,3,3,3.0,3,1,70.7,7.96,85.2,80.8,Yes,1,0
Female,Mumbai,Tier2,ECE,Embedded,No,No,9.36,98.0,3,4,4.0,5,1,100.0,9.7,96.0,,No,1,0
Female,Hyderabad,Tier3,Mechanical,Networking,Yes,No,6.9,67.9,1,1,3.0,3,0,,,73.7,57.2,Yes,0,0
Female,Delhi,Tier1,Mechanical,Networking,Yes,No,6.83,69.7,1,1,1.0,1,0,58.6,6.36,61.4,,No,0,0
Female,Pune,Tier2,CS,Embedded,No,Yes,7.96,75.1,1,4,1.0,3,1,,7.15,68.3,77.3,Yes,1,0
Female,Chennai,Tier1,IT,DataScience,No,No,7.37,73.2,2,3,0.0,1,0,59.2,7.25,,59.7,Yes,0,0
Female,Kolkata,Tier2,EE,Networking,No,No,5.92,63.5,0,2,0.0,0,0,44.4,5.29,30.8,49.4,No,0,0
Male,Ahmedabad,Tier2,Mechanical,AI,Yes,Yes,7.28,72.7,1,3,4.0,3,1,,7.77,70.6,58.3,No,1,0
Female,Mumbai,Tier1,CS,AI,No,Yes,7.01,78.6,1,3,1.0,2,0,,5.67,56.9,62.8,Yes,0,0
Male,Pune,Tier3,Civil,Networking,Yes,No,5.87,60.6,0,0,0.0,2,0,42.4,3.35,23.8,47.2,No,0,0
Male,Pune,Tier1,CS,Embedded,No,No,7.82,84.7,2,4,3.0,2,1,72.9,7.57,61.1,69.4,Yes,1,0
Female,Pune,Tier2,CS,Embedded,No,No,9.02,97.4,4,5,4.0,6,1,99.6,8.81,79.4,95.5,Yes,1,0
Male,Jaipur,Tier2,IT,AI,No,No,7.78,72.4,2,2,2.0,2,1,,,69.8,81.1,No,1,0
Male,Pune,Tier1,IT,DataScience,Yes,No,5.45,51.1,0,0,0.0,0,0,29.9,3.69,15.6,35.2,No,0,0
Male,Bangalore,Tier1,Mechanical,DataScience,No,No,8.43,86.1,1,3,3.0,3,1,72.1,7.97,71.9,77.3,No,1,0
Female,Pune,Tier1,Mechanical,DataScience,No,No,7.44,81.7,2,2,3.0,1,1,65.1,6.59,61.4,69.2,No,1,0
Male,Delhi,Tier2,CS,Embedded,Yes,No,7.16,72.4,1,3,3.0,4,0,64.6,6.86,62.1,57.5,No,0,0
Female,Chennai,Tier1,CS,Embedded,Yes,No,6.6,78.4,0,1,0.0,1,0,50.6,5.51,58.7,51.1,No,0,0
Female,Mumbai,Tier2,Mechanical,AI,Yes,No,6.72,66.3,1,1,,2,0,50.8,5.4,49.5,56.1,Yes,0,0
Male,Kolkata,Tier2,Civil,AI,Yes,No,5.85,66.0,0,0,0.0,0,1,42.9,4.99,41.7,,No,0,0
Male,Hyderabad,Tier3,ECE,DataScience,No,No,7.89,79.2,2,3,3.0,4,1,69.5,6.87,78.7,74.8,No,0,0
Male,Delhi,Tier2,IT,Networking,No,Yes,7.05,70.2,0,2,0.0,2,0,52.8,5.33,44.2,54.4,Yes,1,0
Male,Chennai,Tier2,ECE,Embedded,No,No,6.59,70.8,1,3,1.0,1,0,53.3,5.84,53.7,51.8,Yes,0,0
Male,Delhi,Tier2,ECE,Networking,No,No,6.21,59.3,1,1,1.0,0,1,61.0,6.24,40.2,,No,0,0
Female,Bangalore,Tier1,CS,DataScience,No,No,9.28,85.0,2,5,3.0,5,2,96.9,9.66,97.5,98.6,No,1,0
Female,Bangalore,Tier2,EE,DataScience,No,No,8.34,89.1,3,5,5.0,2,1,81.2,8.14,72.0,76.1,No,1,0
Male,Bangalore,Tier2,CS,DataScience,No,No,7.93,72.6,2,3,2.0,3,0,76.4,7.4,59.4,79.9,Yes,1,0
Male,Hyderabad,Tier2,CS,Embedded,Yes,No,6.45,75.3,1,1,,2,0,53.9,5.94,36.5,52.2,No,0,0
Male,Chennai,Tier1,CS,AI,No,No,8.86,90.6,2,5,4.0,5,0,90.6,8.65,90.6,72.1,Yes,0,0
Male,Bangalore,Tier2,Mechanical,Embedded,Yes,Yes,7.27,79.7,2,4,2.0,1,0,63.2,5.88,52.8,69.2,Yes,0,0
Male,Kolkata,Tier2,CS,Embedded,No,Yes,7.92,74.8,1,3,4.0,3,1,74.7,6.94,78.4,70.3,No,1,0
Female,Hyderabad,Tier3,CS,DataScience,Yes,Yes,5.63,54.3,0,2,0.0,0,0,44.8,4.2,35.6,52.2,No,0,0
Male,Hyderabad,Tier1,ECE,Networking,Yes,Yes,7.78,87.8,2,5,2.0,2,1,71.4,6.99,,68.2,No,1,0
Male,Jaipur,Tier3,Mechanical,AI,No,Yes,7.77,78.9,1,4,,2,1,78.9,7.74,73.1,76.9,No,1,0
Female,Delhi,Tier2,IT,AI,Yes,No,6.6,71.9,0,1,2.0,2,1,68.1,5.26,37.9,57.6,No,0,0
Male,Delhi,Tier2,Mechanical,DataScience,Yes,No,5.82,59.7,0,2,0.0,2,0,46.6,3.48,37.1,,Yes,0,1
Female,Chennai,Tier1,ECE,Networking,No,No,7.91,76.6,2,4,5.0,3,0,83.9,6.72,67.2,86.6,Yes,0,0
Female,Kolkata,Tier2,Civil,Networking,Yes,No,7.9,74.6,2,3,4.0,4,1,68.8,7.08,74.9,83.1,Yes,1,0
Male,Chennai,Tier2,EE,Networking,No,No,6.03,59.2,0,0,1.0,1,0,35.2,5.35,34.1,58.1,No,0,0
Male,Bangalore,Tier1,Mechanical,Embedded,Yes,No,6.5,64.7,1,2,3.0,1,0,53.6,5.61,35.9,,No,0,0
Female,Pune,Tier2,ECE,Networking,No,No,8.7,85.7,3,4,4.0,4,1,90.5,,89.0,94.6,Yes,1,0
Male,Jaipur,Tier1,ECE,Networking,Yes,No,6.43,62.6,0,0,0.0,0,0,55.5,4.98,46.4,43.3,No,0,0
Male,Kolkata,Tier3,Mechanical,DataScience,Yes,No,7.0,70.1,1,2,2.0,3,0,57.9,6.65,58.1,,Yes,0,0
Female,Delhi,Tier2,CS,Embedded,No,No,7.09,71.3,1,4,1.0,1,2,70.0,6.08,53.0,72.2,No,1,0
Male,Pune,Tier2,IT,DataScience,No,No,6.0,68.4,0,1,0.0,1,0,45.2,5.52,39.1,44.2,No,0,0
Male,Hyderabad,Tier2,IT,AI,No,No,8.97,97.8,3,5,4.0,5,1,91.6,7.54,87.6,77.2,No,1,0
Male,Bangalore,Tier1,EE,Embedded,Yes,No,8.52,97.9,2,5,4.0,4,1,87.0,8.34,86.0,87.2,Yes,1,0
Male,Delhi,Tier2,Mechanical,DataScience,Yes,No,7.26,75.3,0,2,2.0,3,1,63.9,6.07,62.7,78.5,No,1,0
Female,Pune,Tier2,EE,Networking,No,No,5.07,50.3,0,0,,0,0,31.8,3.4,23.9,33.0,No,0,0
Female,Mumbai,Tier2,CS,AI,Yes,No,7.45,71.2,0,3,2.0,3,1,68.5,6.57,65.3,79.0,Yes,1,0
Female,Mumbai,Tier2,ECE,Networking,Yes,No,7.88,90.5,2,2,4.0,2,0,70.6,8.01,74.0,69.0,No,1,0
Male,Delhi,Tier2,EE,Embedded,No,No,6.84,74.5,2,2,2.0,1,0,58.9,,51.9,63.2,Yes,0,0
Female,Jaipur,Tier1,ECE,Networking,No,No,8.68,81.3,3,3,2.0,4,1,81.5,8.41,79.1,,No,1,0
Male,Ahmedabad,Tier1,Mechanical,Networking,Yes,No,7.9,76.6,2,3,1.0,3,1,71.6,7.21,71.7,68.6,No,0,0
Male,Delhi,Tier2,EE,Networking,No,No,6.63,60.4,0,2,1.0,0,0,62.7,5.48,50.2,49.4,No,0,0
Male,Delhi,Tier2,CS,DataScience,No,No,5.48,54.5,0,0,0.0,0,0,46.7,4.21,35.2,,No,0,0
Male,Bangalore,Tier3,IT,Embedded,Yes,No,8.57,89.6,2,6,5.0,5,2,95.5,8.22,78.4,86.9,No,0,0
Male,Kolkata,Tier1,IT,Embedded,No,Yes,5.99,67.7,1,0,0.0,0,0,46.4,4.9,45.4,44.0,No,0,0
Male,Jaipur,Tier1,EE,AI,Yes,No,7.04,74.6,1,2,2.0,1,1,62.5,5.95,50.6,54.5,No,0,0
Male,Hyderabad,Tier2,ECE,Networking,Yes,No,7.38,68.9,1,4,2.0,3,1,78.1,6.26,67.9,71.3,Yes,0,0
Male,Chennai,Tier2,ECE,Networking,No,No,7.96,83.4,1,5,1.0,2,2,78.1,8.52,68.5,75.0,No,1,0
Female,Mumbai,Tier3,EE,Networking,No,Yes,8.21,88.6,3,2,4.0,3,1,68.5,7.78,79.4,70.0,No,1,0
Male,Kolkata,Tier2,EE,Embedded,Yes,Yes,6.75,63.5,2,2,3.0,1,0,70.1,,51.6,58.8,Yes,1,0
Female,Hyderabad,Tier1,Mechanical,DataScience,Yes,No,6.97,73.6,1,1,,0,0,49.1,5.41,46.9,51.8,No,0,0
Male,Jaipur,Tier3,Civil,DataScience,No,No,6.73,68.8,0,2,1.0,0,0,56.7,6.5,53.5,66.1,Yes,0,0
Male,Bangalore,Tier2,Civil,DataScience,No,No,6.93,68.4,1,2,1.0,0,0,52.6,6.15,45.4,70.9,Yes,0,0
Male,Kolkata,Tier2,CS,Networking,Yes,No,8.61,87.8,3,5,4.0,4,1,87.0,7.47,83.0,89.1,No,1,0
Male,Ahmedabad,Tier1,EE,Embedded,Yes,No,6.44,71.1,0,2,1.0,0,0,48.1,4.83,33.4,55.5,No,0,0
Male,Delhi,Tier2,ECE,Networking,Yes,No,6.28,60.5,0,0,0.0,0,0,,4.2,35.9,50.2,No,0,0
Male,Delhi,Tier3,EE,DataScience,No,No,7.46,73.3,0,3,2.0,2,1,66.6,6.99,56.7,62.8,No,1,0
